month,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station,PM2.5
12,7,59.0,17.0,63.0,1300.0,2.0,-2.4,1023.7,-6.1,0.0,1.1,ENE,Guanyuan,59.0
4,9,123.0,40.0,56.0,1000.0,46.0,13.4,996.8,-2.6,0.0,1.8,SSE,Changping,67.0
4,1,186.0,23.0,107.0,2100.0,2.0,10.2,1000.9,0.5,0.0,1.2,ENE,Shunyi,129.0
9,17,100.0,13.0,18.0,700.0,211.0,27.3,1009.2,15.3,0.0,1.9,S,Shunyi,58.0
6,5,16.0,2.0,22.0,500.0,32.0,15.6,998.7,14.0,0.0,1.0,NE,Wanshouxigong,16.0
12,3,174.0,47.0,111.0,3900.0,2.0,-2.2,1025.0,-4.4,0.0,1.3,E,Guanyuan,164.0
12,22,34.0,16.0,64.0,1100.0,4.0,0.6,1026.2,-10.6,0.0,1.1,ESE,Gucheng,27.0
9,17,22.0,2.0,42.0,400.0,41.0,20.5,1013.8,10.3,0.0,1.0,E,Tiantan,6.0
5,3,137.0,2.0,75.0,1400.0,23.0,19.4,1003.0,14.2,0.0,1.0,E,Tiantan,115.0
9,23,100.0,19.0,53.0,1500.0,82.0,20.3,1012.4,18.4,0.0,0.2,SW,Dongsi,78.0
12,14,25.0,2.0,17.0,400.0,52.0,-1.3,1022.3,-23.3,0.0,4.9,WNW,Changping,6.0
5,23,22.0,3.0,85.0,800.0,5.0,22.5,1003.0,0.9,0.0,2.7,NNW,Guanyuan,78.0
3,9,51.0,37.0,29.0,600.0,52.0,22.1,1007.5,-4.9,0.0,2.0,NNW,Changping,26.0
7,7,180.0,7.0,55.0,1900.0,24.0,25.2,997.3,22.7,0.0,0.7,WSW,Gucheng,179.0
6,18,99.0,2.0,25.0,700.0,229.0,32.1,990.4,21.9,0.0,2.1,ESE,Dingling,79.0
1,17,44.0,18.0,60.0,1200.0,26.0,0.0,1027.0,-19.8,0.0,2.0,W,Aotizhongxin,35.0
12,16,193.0,45.0,102.0,2100.0,12.0,3.9,1017.1,-4.6,0.0,1.9,S,Wanshouxigong,193.0
12,11,25.0,13.0,44.0,800.0,34.0,2.0,1021.0,-19.9,0.0,2.0,ENE,Dongsi,19.0
12,6,43.0,27.0,47.0,1300.0,6.426,-5.4,1010.1,-10.4,0.0,0.8,WNW,Huairou,41.0
5,3,12.0,3.0,6.0,200.0,49.0,17.6,994.3,-7.0,0.0,2.8,NW,Dingling,12.0
10,15,78.0,15.0,34.0,600.0,78.183,16.6,1010.8,-1.1,0.0,0.7,SSE,Huairou,40.0
2,23,29.0,6.0,9.0,300.0,74.0,5.1,1016.3,-12.4,0.0,2.0,NNE,Shunyi,29.0
4,14,18.0,4.0,15.0,200.0,106.0,12.6,1025.3,-16.1,0.0,1.5,WNW,Tiantan,18.0
1,20,254.0,92.0,122.0,4600.0,2.0,2.0,1007.0,-12.3,0.0,2.9,WNW,Huairou,141.0
4,10,208.0,35.0,84.0,1300.0,67.0,25.8,1003.9,5.9,0.0,1.1,SSW,Guanyuan,175.0
3,18,20.0,6.0,31.0,400.0,76.0,8.8,997.3,-5.1,0.0,4.4,SSW,Changping,18.0
6,23,149.0,2.0,56.0,1100.0,30.0,20.9,1001.2,19.9,0.0,1.3,E,Guanyuan,149.0
7,2,103.0,10.0,64.0,1100.0,18.0,24.9,1005.8,20.8,0.0,2.1,ESE,Dongsi,84.0
3,5,450.0,25.0,80.0,1400.0,13.0,12.9,1005.0,3.5,0.0,0.5,NE,Dongsi,116.0
12,21,172.0,21.0,93.0,2700.0,2.0,-1.4,1029.1,-1.8,0.0,0.8,ESE,Guanyuan,165.0
7,20,99.0,13.0,41.0,1500.0,207.0,26.5,1003.0,15.2,0.0,1.5,SW,Wanliu,70.0
1,13,93.0,29.0,37.0,800.0,35.0,-2.4,1021.25,-9.4,0.0,2.8,SE,Gucheng,70.0
4,8,551.0,36.0,51.0,1300.0,24.0,15.2,1019.8,0.2,0.0,2.2,SW,Nongzhanguan,86.0
9,6,56.0,1.0,52.0,700.0,1.0,18.5,1012.5,17.2,0.0,0.7,NW,Dongsi,29.0
2,12,143.0,50.0,93.0,300.0,9.0,4.1,1014.2,-16.9,0.0,1.7,S,Changping,143.0
11,16,34.0,6.0,27.0,400.0,68.0,11.9,1023.0,-12.4,0.0,1.1,W,Wanshouxigong,11.0
7,17,143.0,5.0,16.0,1100.0,218.0,29.4,995.2,22.4,0.0,0.6,SSE,Huairou,110.0
2,17,149.0,16.0,41.0,1700.0,21.0,2.0,1013.0,0.7,0.0,0.7,WNW,Gucheng,149.0
3,14,10.0,5.0,5.0,300.0,80.0,3.5,1027.6,-23.3,0.0,4.6,NW,Wanshouxigong,10.0
6,2,28.0,6.0,25.0,500.0,128.0,18.4,1000.5,14.9,0.0,0.5,SSE,Gucheng,23.0
12,18,291.0,37.0,134.0,4000.0,2.0,-2.2,1020.3,-3.5,0.0,1.0,ENE,Guanyuan,250.0
2,21,157.0,70.0,100.0,2600.0,10.0,-2.4,1025.7,-12.7,0.0,1.0,ENE,Changping,155.0
10,5,170.0,8.0,64.0,2300.0,19.0,16.4,1017.2,11.1,0.0,4.2,SSE,Shunyi,170.0
4,21,78.0,7.0,75.0,700.0,17.9928,4.0,1013.1,-4.2,0.0,0.7,SW,Aotizhongxin,24.0
6,2,57.0,3.0,36.0,700.0,37.0,20.4,998.4,18.5,0.0,0.1,W,Gucheng,30.0
9,16,154.0,15.0,40.0,800.0,186.0,24.0,1008.8,8.8,0.0,2.3,SSW,Guanyuan,108.0
10,10,21.0,2.0,23.0,400.0,41.0,12.7,1019.8,-2.4,0.0,3.2,NW,Guanyuan,9.0
4,6,394.0,2.0,11.0,300.0,73.0,15.3,1000.0,1.4,0.0,2.2,NW,Dingling,105.0
9,23,27.0,2.0,29.0,900.0,81.0,20.0,1006.9,19.3,0.0,1.0,SW,Tiantan,27.0
10,18,245.0,2.0,109.0,1900.0,27.0,14.6,1016.6,13.1,0.0,0.6,N,Nongzhanguan,245.0
4,19,23.0,3.0,,300.0,99.1746,12.4,1007.9,-13.6,0.0,0.6,E,Dingling,11.0
10,1,10.0,2.0,16.0,200.0,46.0,20.2,1012.5,0.6,0.0,3.1,NNW,Changping,10.0
2,12,5.0,12.0,2.0,300.0,75.0,1.0,1026.0,-28.5,0.0,2.4,WNW,Dingling,3.0
4,10,49.0,2.0,14.0,300.0,72.0,18.1,1012.0,-10.8,0.0,2.7,ENE,Guanyuan,16.0
11,2,226.0,46.0,106.0,3500.0,2.0,4.1,1026.0,-2.5,0.0,1.6,ENE,Wanliu,132.0
1,8,79.0,53.0,77.0,2100.0,,-4.8,1029.2,-9.8,0.0,0.4,SSE,Wanliu,38.0
8,9,46.0,2.0,17.0,600.0,69.0,28.4,1007.1,15.7,0.0,2.3,ENE,Shunyi,20.0
4,21,302.0,27.0,96.0,1200.0,49.0,20.1,1001.2,4.9,0.0,1.2,WSW,Gucheng,124.0
9,18,135.0,27.0,23.0,1000.0,193.0,26.3,1008.9,16.5,0.0,2.1,S,Dongsi,87.0
10,2,19.0,2.0,17.0,400.0,46.0,19.3,1008.1,12.8,0.0,2.0,E,Gucheng,19.0
5,9,110.0,8.0,,,65.9736,24.0,993.8,-6.1,0.0,4.2,S,Huairou,26.0
9,8,49.0,2.0,55.0,800.0,8.0,23.2,1005.9,15.8,0.0,2.1,NNE,Wanshouxigong,21.0
2,1,28.0,10.0,25.0,900.0,49.0,0.1,1018.2,-10.7,0.0,0.8,S,Gucheng,18.0
11,9,50.0,17.0,25.0,1200.0,19.0,-2.6,1028.9,-7.0,0.0,1.0,ENE,Dingling,50.0
5,9,109.0,9.0,51.0,800.0,30.0,21.4,997.7,12.5,0.0,1.3,SSE,Shunyi,73.0
6,11,64.0,22.0,56.0,1000.0,87.0,30.5,1001.6,18.9,0.0,1.5,WSW,Wanliu,57.0
4,16,175.0,23.0,74.0,800.0,117.0,24.2,1005.2,1.7,0.0,1.6,S,Wanliu,104.0
2,11,11.0,7.0,8.0,300.0,65.0,1.4,1022.6,-22.5,0.0,5.0,NW,Dongsi,11.0
3,23,369.0,27.0,137.0,4100.0,2.0,5.0,1011.1,1.1,0.0,1.3,E,Wanshouxigong,369.0
8,18,15.0,2.0,24.0,500.0,57.0,28.2,999.5,22.2,0.0,0.5,N,Wanliu,15.0
8,19,145.0,2.0,37.0,800.0,159.0,30.0,994.8,15.7,0.0,0.9,SSW,Gucheng,38.0
11,6,65.0,7.0,51.0,1100.0,5.0,3.6,1019.3,0.1,0.0,2.0,SE,Changping,41.0
7,22,5.0,2.0,9.0,200.0,163.0,29.2,996.1,13.8,0.0,1.7,NW,Dingling,3.0
9,17,57.0,3.0,25.0,300.0,207.0,30.4,1001.7,16.0,0.0,2.5,SSE,Aotizhongxin,31.0
11,11,73.0,47.0,44.0,800.0,,10.0,1015.2,-7.7,0.0,1.3,ESE,Huairou,50.0
8,0,39.0,2.0,35.0,600.0,57.0,24.4,1002.4,21.5,0.0,0.4,NNE,Gucheng,26.0
12,2,556.0,9.0,160.0,7600.0,4.0,-3.5,1013.1,-3.5,0.0,1.0,ESE,Guanyuan,498.0
5,0,26.0,2.0,17.0,200.0,76.0,18.3,992.9,5.2,0.0,0.8,WNW,Huairou,5.0
1,12,34.0,7.0,,400.0,,6.7,1023.0,-18.2,0.0,2.6,ENE,Dongsi,6.0
12,8,92.0,12.0,62.0,2000.0,2.0,-8.8,1016.0,-15.0,0.0,0.7,ESE,Huairou,71.0
6,21,173.0,3.0,19.0,500.0,122.0,21.4,998.4,20.7,0.1,1.6,N,Tiantan,50.0
3,12,40.0,11.0,39.0,700.0,58.0,16.5,1025.6,-19.5,0.0,2.1,N,Shunyi,29.0
12,18,56.0,31.0,41.0,900.0,25.0,-0.5,1020.9,-18.6,0.0,1.2,WNW,Changping,42.0
4,12,162.0,8.0,52.0,500.0,62.0,21.4,999.2,-2.5,0.0,1.8,ESE,Dingling,57.0
11,9,97.0,5.0,59.0,2100.0,2.0,5.6,1027.5,4.1,0.0,0.9,ENE,Dongsi,97.0
11,21,22.0,5.0,68.0,400.0,11.0,10.0,1015.0,-10.2,0.0,1.1,NW,Nongzhanguan,12.0
11,18,11.0,1.0,8.0,300.0,66.1878,6.3,1015.3,-11.8,0.0,2.3,NW,Huairou,5.0
5,1,144.0,14.0,96.0,600.0,2.0,14.4,1001.6,8.6,0.0,0.6,WNW,Wanshouxigong,44.0
6,2,29.0,2.0,7.0,500.0,95.0,18.2,989.8,16.9,0.0,1.0,NNE,Dingling,29.0
11,11,208.0,3.0,57.0,2500.0,2.0,7.1,1019.3,4.4,0.0,1.1,ENE,Guanyuan,208.0
2,5,317.0,50.0,50.0,1700.0,19.0,0.0,1024.0,-10.8,0.0,2.1,SE,Tiantan,274.0
10,11,274.0,13.0,108.0,1900.0,21.0,18.5,1017.8,13.6,0.0,1.5,N,Guanyuan,257.0
7,5,71.0,2.0,82.0,600.0,62.0,24.8,988.9,16.5,0.0,0.9,NW,Changping,67.0
11,16,55.0,8.0,17.0,400.0,50.0,11.1,1023.0,-4.6,0.0,1.8,NNW,Aotizhongxin,14.0
8,15,93.0,7.0,12.0,500.0,203.0,33.2,1002.7,13.8,0.0,3.6,S,Dingling,44.0
3,17,90.0,2.0,18.0,300.0,103.0,20.0,1012.9,-8.4,0.0,1.3,E,Aotizhongxin,16.0
6,17,141.0,14.0,26.0,1300.0,379.0,30.6,992.7,16.6,0.0,2.3,NE,Huairou,117.0
11,3,61.0,9.0,52.0,1100.0,4.9266,2.5,1011.9,-5.2,0.0,1.1,NNW,Changping,60.0
9,5,17.0,2.0,10.0,900.0,90.0,19.4,1005.6,18.9,0.8,1.2,ENE,Nongzhanguan,17.0
3,5,58.0,15.0,80.0,700.0,2.0,1.8,1017.6,-4.7,0.0,0.2,SSW,Wanliu,27.0
6,5,18.0,3.0,21.0,300.0,34.0,20.9,1003.1,9.2,0.0,0.8,WSW,Guanyuan,9.0
6,13,11.0,2.0,11.0,300.0,110.0,28.6,996.6,9.8,0.0,2.7,ENE,Wanshouxigong,6.0
7,1,98.0,11.0,56.0,1100.0,45.0,24.3,1000.7,21.0,0.0,0.5,SW,Nongzhanguan,74.0
6,9,167.0,26.0,116.0,1700.0,35.0,25.8,1003.3,10.8,0.0,1.4,E,Guanyuan,95.0
12,10,67.0,7.0,28.0,,35.5572,8.5,1020.8,-11.5,0.0,3.0,NE,Guanyuan,11.0
10,8,5.0,16.0,23.0,400.0,39.0,18.4,1017.7,0.9,0.0,2.6,N,Wanshouxigong,5.0
10,16,359.0,18.0,57.0,2200.0,245.0,24.5,1010.4,15.7,0.0,1.7,SSE,Wanshouxigong,359.0
3,17,170.0,118.0,83.0,1500.0,65.0,11.2,1002.8,-5.8,0.0,0.5,N,Huairou,149.0
1,21,159.0,38.0,118.0,2200.0,12.0,-3.6,1021.1,-12.3,0.0,0.7,WSW,Nongzhanguan,149.0
11,7,139.0,24.0,83.0,2400.0,2.0,3.5,1028.0,1.4,0.0,1.1,ENE,Guanyuan,95.0
8,10,26.0,2.0,6.0,300.0,72.0,26.8,998.0,15.5,0.0,2.0,E,Huairou,14.0
8,2,37.0,2.0,92.0,500.0,2.0,19.3,1000.5,18.3,0.0,0.9,ENE,Aotizhongxin,37.0
7,19,154.0,2.0,20.0,800.0,202.0,31.1,992.1,20.1,0.0,1.6,SE,Dingling,106.0
7,15,48.0,4.0,42.0,600.0,58.0,27.5,1000.4,22.2,0.0,1.3,WSW,Guanyuan,41.0
3,2,94.0,31.0,40.0,700.0,7.0,2.9,1015.7,-13.4,0.0,1.0,ESE,Shunyi,73.0
7,11,94.0,4.0,98.0,1000.0,30.0,27.9,1002.0,16.2,0.0,1.4,NW,Guanyuan,39.0
6,5,31.0,3.0,34.0,800.0,56.0,21.7,999.9,21.0,0.0,1.4,W,Nongzhanguan,59.0
2,16,10.0,2.0,3.0,200.0,99.0,12.9,1010.5,-9.6,0.0,2.2,N,Dingling,10.0
8,14,59.0,6.0,26.0,600.0,176.0,34.2,994.5,20.6,0.0,2.7,SW,Nongzhanguan,49.0
1,1,40.0,6.0,53.0,600.0,10.0,-12.0,1025.6,-22.9,0.0,0.9,E,Guanyuan,12.0
5,2,,2.0,10.0,200.0,68.0,17.9,1006.0,-9.1,0.0,2.3,NW,Guanyuan,297.0
5,22,125.0,36.0,43.0,900.0,143.0,27.7,999.4,7.5,0.0,5.4,SW,Nongzhanguan,60.0
5,1,117.0,16.0,45.0,1000.0,74.0,21.0,1000.7,8.6,0.0,1.5,E,Dongsi,59.0
11,18,214.0,13.0,67.0,2600.0,28.0,11.1,1012.9,5.8,0.0,0.8,ENE,Dingling,214.0
3,18,226.0,59.0,61.0,1700.0,152.0,14.7,1010.6,-0.2,0.0,0.7,N,Huairou,181.0
5,16,222.0,27.0,28.0,,149.2974,26.8,991.7,3.9,0.0,4.1,SSW,Aotizhongxin,57.0
3,8,202.0,37.0,36.0,1399.0,107.0,14.2,992.3,-1.5,0.0,2.5,NE,Dingling,118.0
3,18,21.0,2.0,20.0,300.0,65.0,2.9,1030.7,-31.3,0.0,3.3,N,Guanyuan,5.0
5,10,71.0,3.0,61.0,600.0,57.0,24.0,1009.2,4.9,0.0,1.2,S,Nongzhanguan,28.0
5,21,167.0,22.0,45.0,900.0,136.0,24.1,994.5,12.4,0.0,0.9,NW,Huairou,78.0
4,1,52.0,23.0,52.0,1400.0,35.0,11.3,1010.2,-6.1,0.0,0.7,SW,Shunyi,34.0
4,20,128.0,23.0,114.0,800.0,47.0,10.0,1009.9,-0.8,0.0,1.7,W,Wanliu,71.0
12,22,44.0,3.0,5.0,200.0,36.0,-0.3,1011.2,-13.9,0.0,6.4,SW,Dingling,6.0
5,1,48.0,15.0,95.0,600.0,68.0,22.7,991.5,12.0,0.0,0.2,W,Aotizhongxin,48.0
3,8,213.0,44.0,114.0,2400.0,2.0,12.5,1022.7,-1.5,0.0,0.7,SE,Nongzhanguan,157.0
11,9,96.0,21.0,37.0,,14.0,9.8,1012.5,-8.8,0.0,1.0,NNW,Dongsi,38.0
8,20,130.0,1.0,117.0,1700.0,1.0,24.0,1005.9,22.4,0.0,0.5,ENE,Shunyi,158.0
1,2,158.0,30.0,63.0,2400.0,7.0,-4.7,1025.0,-11.3,0.0,0.9,NNW,Dingling,158.0
3,10,204.0,31.0,126.0,1800.0,19.0,14.1,1026.4,1.0,0.0,0.9,SSE,Nongzhanguan,158.0
1,4,55.0,25.0,75.0,1700.0,9.0,-8.1,1021.8,-13.3,0.0,0.9,ENE,Aotizhongxin,55.0
6,3,69.0,2.0,57.0,1100.0,35.0,25.5,998.2,4.0,0.0,2.9,NNW,Gucheng,55.0
2,16,10.0,2.0,10.0,300.0,79.0,3.6,1024.8,-19.2,0.0,1.5,N,Shunyi,10.0
11,14,62.0,4.0,32.0,800.0,17.0,4.1,1018.3,0.8,0.0,1.7,SSW,Gucheng,62.0
5,9,125.0,58.0,76.0,1600.0,52.0,22.1,1009.5,11.2,0.0,0.9,E,Guanyuan,98.0
11,2,292.0,5.0,123.0,4300.0,2.0,5.9,1003.9,5.5,0.0,1.3,NE,Guanyuan,268.0
6,22,64.0,2.0,53.0,,67.0,19.3,1005.3,16.9,0.0,0.6,ENE,Nongzhanguan,32.0
1,22,179.0,55.0,112.0,4100.0,6.0,-3.2,1023.5,-7.5,0.0,0.0,N,Gucheng,171.0
1,17,61.0,22.0,39.0,1300.0,49.0,3.0,1020.0,-10.6,0.0,1.1,E,Tiantan,46.0
1,13,112.0,98.0,106.0,3100.0,,5.4,1021.7,-16.4,0.0,1.0,E,Wanliu,92.0
11,19,208.0,20.0,105.0,3000.0,2.0,-3.3,1020.3,-9.8,0.0,0.4,NE,Wanliu,191.0
10,2,36.0,6.2832,26.2784,,23.7762,3.6,1020.0,-2.8,0.0,2.1,NNW,Dingling,17.0
5,10,85.0,27.0,42.0,1000.0,111.0,21.0,1011.6,6.1,0.0,2.9,SW,Nongzhanguan,81.0
1,5,10.0,5.0,18.0,600.0,61.0,-10.9,1034.2,-24.4,0.0,1.2,N,Shunyi,10.0
5,12,62.0,2.0,56.0,700.0,2.0,26.5,1001.6,-5.2,0.0,2.6,S,Guanyuan,25.0
7,3,76.0,9.1392,86.6366,600.0,2.0,23.2,995.3,19.1,0.0,1.8,NE,Wanliu,45.0
4,23,70.0,9.0,52.0,200.0,28.0,13.2,1013.3,0.2,0.0,1.7,ESE,Shunyi,30.0
3,7,110.0,11.0,90.0,1000.0,10.0,2.9,1013.2,-6.8,0.0,1.4,ESE,Nongzhanguan,76.0
5,22,210.0,13.0,154.0,1000.0,29.0,19.1,1012.4,6.9,0.0,0.4,N,Gucheng,91.0
11,16,99.0,6.0,44.0,2600.0,2.0,1.9,1024.0,-0.2,0.0,1.4,SE,Shunyi,99.0
12,4,37.0,13.0,38.0,800.0,10.0,-3.7,1023.5,-15.1,0.0,0.7,E,Dingling,27.0
3,22,342.0,83.0,176.0,4099.0,68.0,7.5,998.3,-1.2,0.0,1.3,NE,Wanliu,236.0
8,21,277.0,8.0,106.0,1800.0,2.0,28.7,993.0,27.8,1.1,0.9,NNE,Guanyuan,201.0
12,17,419.0,47.0,103.0,6100.0,6.0,0.6,1014.1,0.3,0.0,1.0,ESE,Nongzhanguan,419.0
3,16,233.0,85.0,101.0,2900.0,2.0,2.0,1011.0,-5.6,0.0,0.7,WSW,Huairou,199.0
6,6,69.0,4.0,38.0,900.0,67.0,19.7,993.8,17.7,0.0,0.0,NW,Gucheng,69.0
12,22,265.0,22.0,125.0,4700.0,3.0,-1.1,1013.9,-6.5,0.0,0.6,NE,Changping,246.0
3,17,32.0,9.0,45.0,300.0,81.0,21.9,1005.4,1.0,0.0,1.0,N,Wanliu,11.0
7,15,180.0,9.0,52.0,1400.0,164.0,30.5,997.4,22.4,0.0,2.9,ESE,Tiantan,180.0
8,3,87.0,2.0,28.0,1500.0,27.0,25.4,997.9,24.4,0.0,1.0,ENE,Wanshouxigong,87.0
12,1,95.0,21.0,67.0,1800.0,2.0,-7.4,1021.0,-15.1,0.0,0.6,NW,Huairou,79.0
10,21,33.0,2.0,50.0,600.0,6.0,10.3,1017.5,2.4,0.0,1.7,N,Gucheng,19.0
7,3,15.0,3.0,,300.0,22.0,21.8,986.0,17.4,0.0,0.9,ENE,Huairou,8.0
6,22,48.0,3.0,21.0,1000.0,67.0,19.4,1010.1,17.5,0.0,2.7,W,Shunyi,48.0
11,9,172.0,10.0,66.0,2000.0,2.0,1.1,1011.0,-3.6,0.0,1.4,NNW,Dingling,145.0
1,13,39.0,13.0,12.0,400.0,71.0,11.4,1009.7,-12.1,0.0,3.4,WNW,Dongsi,28.0
7,22,89.0,21.0,36.0,1100.0,112.0,27.4,1001.1,19.7,0.0,1.7,SSE,Tiantan,50.0
11,5,179.0,5.0,60.0,2900.0,2.0,2.2,1012.0,2.2,0.0,0.9,W,Huairou,179.0
8,13,20.0,2.0,19.0,600.0,72.0,25.9,1000.0,18.6,0.0,1.7,NE,Changping,20.0
2,16,223.0,91.0,64.0,2300.0,68.0,1.4,1014.2,-7.7,0.0,0.8,WSW,Changping,228.0
11,0,100.0,17.0,48.0,700.0,19.0,7.0,1010.0,-1.7,0.0,1.2,W,Dongsi,51.0
6,10,100.0,2.0,10.0,800.0,67.0,24.7,996.1,19.8,0.0,1.0,SSE,Huairou,100.0
7,0,91.0,3.0,50.0,500.0,40.0,24.5,997.4,17.0,0.0,0.9,E,Tiantan,23.0
5,22,36.0,2.0,28.0,400.0,72.0,21.4,1008.2,0.5,0.0,2.0,NW,Tiantan,7.0
4,11,67.0,9.0,47.0,800.0,60.0,20.1,1005.2,-3.6,0.0,1.5,NW,Dongsi,49.0
4,20,175.0,6.0,26.0,500.0,151.0,21.1,1009.4,10.3,0.0,5.0,ESE,Wanshouxigong,68.0
12,22,22.0,8.0,67.0,900.0,40.0,0.2,1030.0,-11.2,0.0,1.3,NE,Nongzhanguan,22.0
8,3,29.0,5.0,94.0,600.0,10.0,23.3,1001.3,12.0,0.0,1.3,NNW,Dongsi,29.0
8,16,96.0,2.0,84.0,1100.0,19.0,25.7,997.6,22.4,0.1,1.1,NNE,Wanliu,74.0
7,17,189.0,28.0,30.0,900.0,233.0,32.8,998.4,21.0,0.0,2.5,WSW,Wanliu,124.0
5,0,318.0,2.0,3.0,300.0,71.0,22.0,993.5,1.6,0.0,3.7,NW,Huairou,63.0
1,18,58.0,14.0,65.0,100.0,38.0,-1.5,1030.0,-17.7,0.0,2.0,NE,Aotizhongxin,39.0
7,8,65.0,5.0,41.0,600.0,83.0,24.7,997.9,23.5,0.5,0.7,E,Aotizhongxin,82.0
10,3,376.0,3.0,84.0,2700.0,5.0,13.4,1013.3,8.7,0.0,1.4,NNE,Dongsi,376.0
5,10,237.0,34.0,55.0,1000.0,94.0,23.7,1002.6,16.5,0.0,1.8,S,Guanyuan,174.0
3,6,17.0,9.0,21.0,400.0,72.0,3.2,1019.0,-14.5,0.0,2.7,NNE,Wanliu,8.0
4,13,43.0,4.0,31.0,400.0,70.0,17.9,1010.4,-10.0,0.0,5.6,W,Changping,8.0
9,5,90.0,6.2832,79.0405,900.0,1.0,10.0,1007.5,9.7,0.0,0.7,NE,Wanliu,60.0
7,5,96.0,2.0,23.0,400.0,51.0,22.8,1000.6,21.3,0.0,0.0,NW,Gucheng,96.0
6,23,195.0,52.0,50.0,1600.0,156.0,25.5,1000.2,17.7,0.0,0.5,SE,Guanyuan,157.0
4,15,88.0,5.0,29.0,600.0,212.0,25.6,1008.6,7.7,0.0,4.2,S,Nongzhanguan,88.0
10,13,50.0,6.0,51.0,700.0,23.0,17.9,1007.6,8.5,0.0,1.1,SE,Changping,46.0
12,1,345.0,6.0,121.0,6000.0,2.0,-3.1,1025.0,-3.9,0.0,0.8,NE,Tiantan,345.0
3,20,253.0,40.0,94.0,1700.0,81.0,19.3,999.0,6.7,0.0,1.0,S,Nongzhanguan,202.0
3,14,60.0,12.0,60.0,500.0,57.0,13.9,1008.3,-9.4,0.0,2.4,SSW,Wanliu,34.0
4,13,100.0,6.0,25.0,200.0,73.0,22.5,1014.3,0.3,0.0,2.2,NNW,Guanyuan,35.0
7,4,64.0,8.0,32.0,800.0,66.0,24.4,1007.6,16.4,0.0,0.8,W,Guanyuan,52.0
10,14,76.0,3.0,31.0,1000.0,55.0,20.5,1013.7,13.5,0.0,2.1,S,Shunyi,76.0
4,17,76.0,15.0,38.0,500.0,96.0,14.1,1010.5,3.2,0.0,1.6,SSE,Gucheng,58.0
9,2,153.0,7.0,57.0,1300.0,15.0,17.8,1007.9,15.2,0.0,1.5,NE,Guanyuan,72.0
2,13,111.0,32.0,43.0,1300.0,58.0,4.6,1023.2,-12.8,0.0,3.4,S,Shunyi,106.0
12,2,61.0,24.0,41.0,1400.0,,-5.3,1020.4,-18.1,0.0,1.3,SSW,Aotizhongxin,43.0
9,18,18.0,2.0,19.0,300.0,57.0,22.8,1004.7,10.2,0.0,1.7,NE,Huairou,10.0
5,10,6.0,4.0,,300.0,59.0,26.3,1004.1,-0.7,0.0,2.3,NNW,Wanshouxigong,3.0
4,4,75.0,8.0,62.0,1300.0,2.0,5.5,1000.5,-1.7,0.0,0.6,ENE,Tiantan,45.0
4,11,112.0,48.0,46.0,1700.0,54.0,10.1,999.4,-2.9,0.0,2.1,SE,Dingling,82.0
10,19,203.0,5.0,103.0,3100.0,2.0,16.7,1013.9,14.2,0.0,0.9,E,Aotizhongxin,164.0
11,14,32.0,44.0,57.0,900.0,21.42,15.3,1014.6,-4.6,0.0,1.7,N,Gucheng,48.0
11,0,188.0,10.0,83.0,2600.0,9.0,2.9,1011.0,-2.8,0.0,0.8,SSE,Shunyi,126.0
10,3,56.0,3.0,65.0,600.0,2.0,12.9,1009.6,9.0,0.0,0.8,W,Gucheng,26.0
12,20,216.0,31.0,121.0,2800.0,5.0,6.4,1018.1,-4.4,0.0,2.7,SW,Nongzhanguan,178.0
8,2,75.0,3.0,35.0,800.0,50.0,20.4,1007.1,19.4,0.0,0.8,N,Aotizhongxin,75.0
6,1,15.0,2.0,13.0,300.0,29.0,13.5,994.4,12.6,0.0,0.9,NW,Huairou,15.0
7,13,57.0,13.0,23.0,700.0,209.0,34.4,992.2,20.7,0.0,2.4,S,Gucheng,44.0
9,18,201.0,21.0,101.0,1700.0,6.0,17.7,1012.0,16.6,0.0,0.0,NE,Guanyuan,110.0
9,8,6.0,1.0,42.0,300.0,18.0,21.2,1012.2,4.7,0.0,1.8,NNE,Dongsi,3.0
6,14,159.0,6.0,51.0,2500.0,39.0,25.0,997.9,21.9,0.0,1.5,ENE,Wanshouxigong,152.0
3,16,251.0,58.0,50.0,1600.0,170.0,16.2,1010.2,-0.1,0.0,2.8,SSW,Nongzhanguan,251.0
12,4,299.0,2.0,86.0,4400.0,4.0,-3.2,1026.5,-5.8,0.0,1.4,NE,Tiantan,299.0
2,10,173.0,86.0,76.0,4300.0,10.0,1.2,1024.3,-11.6,0.0,1.7,E,Nongzhanguan,115.0
1,5,10.0,5.0,10.0,300.0,55.0,-0.8,1024.8,-12.4,0.0,2.1,N,Guanyuan,10.0
11,10,122.0,10.0,,1400.0,7.0,5.6,1012.0,-0.9,0.0,0.7,WNW,Huairou,70.0
9,13,9.0,2.0,17.0,300.0,88.0,24.6,1006.8,-0.6,0.0,3.5,NNW,Aotizhongxin,9.0
3,17,6.0,5.0,15.0,300.0,80.0,5.8,1023.5,-23.6,0.0,2.0,SSW,Dongsi,12.0
6,1,75.0,2.0,33.0,900.0,131.0,24.9,998.1,20.8,0.0,0.7,ENE,Guanyuan,75.0
4,14,26.0,3.0,21.0,600.0,92.0,11.1,993.8,4.3,0.0,2.3,NW,Guanyuan,26.0
